Date,Traffic_Source,Sessions,Users,Page_Views,Bounce_Rate,Avg_Session_Duration,Device_Category
2023-07-16 19:00:00,Paid,796,91,2644.0,57.79,108.06,Tablet
2023-07-16 20:00:00,Direct,1017,146,2642.0,52.04,191.7,Desktop
2023-07-16 21:00:00,Paid,1147,582,3269.0,50.58,176.11,Desktop
2023-07-16 22:00:00,Organic,1170,673,3409.0,32.92,287.64,Mobile
2023-07-16 23:00:00,Organic,1309,1188,2651.0,27.93,237.88,Mobile
2023-07-17 00:00:00,Paid,1553,309,4500.0,51.52,194.35,Tablet
2023-07-17 01:00:00,Social Media,546,912,2274.0,53.23,90.47,Desktop
2023-07-17 02:00:00,Direct,559,209,5007.0,49.1,178.77,Mobile
2023-07-17 03:00:00,Organic,1415,841,7705.0,40.73,227.62,Tablet
2023-07-17 04:00:00,Direct,212,966,4956.0,45.2,187.95,Mobile
2023-07-17 05:00:00,Paid,1988,160,1561.0,55.33,214.24,Mobile
2023-07-17 06:00:00,Social Media,549,1416,3918.0,54.64,128.03,Mobile
2023-07-17 07:00:00,Direct,1320,544,1435.0,47.77,149.31,Desktop
2023-07-17 08:00:00,Direct,823,881,3887.0,44.64,202.82,Tablet
2023-07-17 09:00:00,Organic,1019,679,1062.0,30.76,260.93,Desktop
2023-07-17 10:00:00,Referral,1557,320,6936.0,38.83,194.84,Tablet
2023-07-17 11:00:00,Direct,1495,122,5540.0,39.95,249.43,Tablet
2023-07-17 12:00:00,Direct,664,969,2141.0,42.39,211.03,Desktop
2023-07-17 13:00:00,Organic,1446,383,6398.0,30.77,212.55,Desktop
2023-07-17 14:00:00,Direct,1166,942,4687.0,44.75,225.57,Desktop
2023-07-17 15:00:00,Referral,861,454,3925.0,29.72,200.87,Mobile
2023-07-17 16:00:00,Organic,1696,552,6828.0,40.51,216.27,Mobile
2023-07-17 17:00:00,Paid,1778,634,566.0,50.97,117.21,Mobile
2023-07-17 18:00:00,Organic,936,122,5852.0,32.9,215.31,Mobile
2023-07-17 19:00:00,Direct,1301,285,3667.0,49.12,177.05,Tablet
2023-07-17 20:00:00,Organic,1063,1253,5981.0,39.08,225.5,Tablet
2023-07-17 21:00:00,Direct,1807,1105,7044.0,49.89,117.19,Mobile
2023-07-17 22:00:00,Direct,876,779,3731.0,42.3,199.16,Desktop
2023-07-17 23:00:00,Organic,295,1398,1543.0,35.77,296.33,Mobile
2023-07-18 00:00:00,Referral,583,427,7279.0,38.04,198.67,Tablet
2023-07-18 01:00:00,Direct,1659,1481,2409.0,43.75,187.72,Mobile
2023-07-18 02:00:00,Direct,839,982,3144.0,43.0,215.37,Mobile
2023-07-18 03:00:00,Organic,109,1288,4516.0,36.21,255.51,Desktop
2023-07-18 04:00:00,Organic,1852,1324,5740.0,33.52,224.88,Mobile
2023-07-18 05:00:00,Direct,781,1460,3084.0,37.94,206.54,Tablet
2023-07-18 06:00:00,Organic,1115,103,5994.0,30.23,247.89,Desktop
2023-07-18 07:00:00,Direct,1959,231,1531.0,36.34,152.19,Mobile
2023-07-18 08:00:00,Organic,490,659,2577.0,29.05,238.63,Mobile
2023-07-18 09:00:00,Referral,893,564,2683.0,30.09,211.56,Desktop
2023-07-18 10:00:00,Organic,140,437,5480.0,28.6,190.12,Desktop
2023-07-18 11:00:00,Organic,490,851,3059.0,36.05,241.18,Mobile
2023-07-18 12:00:00,Organic,461,893,1616.0,41.61,267.59,Mobile
2023-07-18 13:00:00,Organic,775,304,2840.0,34.67,249.07,Mobile
2023-07-18 14:00:00,Direct,1119,1320,1292.0,50.12,207.55,Desktop
2023-07-18 15:00:00,Direct,1440,1010,8405.0,39.91,179.31,Tablet
2023-07-18 16:00:00,Organic,1891,714,544.0,41.28,256.03,Desktop
2023-07-18 17:00:00,Direct,1506,1277,2245.0,39.15,185.23,Desktop
2023-07-18 18:00:00,Referral,723,147,2709.0,40.96,251.01,Tablet
2023-07-18 19:00:00,Direct,694,1415,4162.0,40.8,169.09,Desktop
2023-07-18 20:00:00,Direct,1981,402,734.0,43.92,200.93,Desktop
2023-07-18 21:00:00,Organic,1922,1409,2740.0,41.13,216.66,Tablet
2023-07-18 22:00:00,Organic,1222,142,3531.0,33.29,200.86,Tablet
2023-07-18 23:00:00,Organic,1924,239,6580.0,36.46,208.94,Tablet
2023-07-19 00:00:00,Organic,1510,479,1093.0,36.47,254.32,Tablet
2023-07-19 01:00:00,Organic,1214,156,444.0,26.31,200.1,Mobile
2023-07-19 02:00:00,Organic,1698,252,6787.0,34.7,263.77,Tablet
2023-07-19 03:00:00,Organic,1071,1386,873.0,23.08,238.36,Mobile
2023-07-19 04:00:00,Organic,1915,842,786.0,40.01,174.19,Mobile
2023-07-19 05:00:00,Direct,908,235,3704.0,45.33,215.57,Desktop
2023-07-19 06:00:00,Organic,1993,1045,3545.0,39.47,228.73,Tablet
2023-07-19 07:00:00,Paid,1787,1216,3179.0,50.75,234.0,Mobile
2023-07-19 08:00:00,Direct,1776,421,5079.0,46.39,212.22,Tablet
2023-07-19 09:00:00,Direct,1816,360,2524.0,41.19,185.78,Mobile
2023-07-19 10:00:00,Organic,1040,860,5752.0,33.57,228.89,Tablet
2023-07-19 11:00:00,Direct,785,1357,781.0,40.08,173.0,Desktop
2023-07-19 12:00:00,Organic,264,1451,1149.0,30.81,277.66,Tablet
2023-07-19 13:00:00,Referral,1785,935,1040.0,40.65,224.7,Tablet
2023-07-19 14:00:00,Direct,1414,1101,1116.0,34.76,209.51,Tablet
2023-07-19 15:00:00,Direct,1516,1098,1533.0,48.6,233.99,Mobile
2023-07-19 16:00:00,Organic,1730,1241,4423.0,34.1,290.83,Mobile
2023-07-19 17:00:00,Organic,1382,762,6532.0,22.96,188.46,Desktop
2023-07-19 18:00:00,Direct,867,1050,6827.0,47.56,193.25,Desktop
2023-07-19 19:00:00,Organic,1043,1401,405.0,44.19,255.99,Desktop
2023-07-19 20:00:00,Direct,501,1231,4409.0,41.78,162.16,Desktop
2023-07-19 21:00:00,Organic,1106,742,7127.0,37.85,228.24,Mobile
2023-07-19 22:00:00,Direct,607,311,4441.0,38.11,215.52,Tablet
2023-07-19 23:00:00,Organic,561,247,6128.0,33.22,233.87,Mobile
2023-07-20 00:00:00,Referral,801,457,2788.0,25.98,235.87,Desktop
2023-07-20 01:00:00,Organic,976,373,3285.0,30.74,216.23,Desktop
2023-07-20 02:00:00,Social Media,162,160,2343.0,65.96,73.05,Mobile
2023-07-20 03:00:00,Social Media,109,262,6659.0,63.29,139.28,Tablet
2023-07-20 04:00:00,Organic,1018,1090,5698.0,36.97,240.69,Tablet
2023-07-20 05:00:00,Direct,216,386,5567.0,48.09,202.88,Desktop
2023-07-20 06:00:00,Referral,276,1475,5664.0,30.88,231.12,Mobile
2023-07-20 07:00:00,Organic,1127,80,1318.0,44.45,252.17,Tablet
2023-07-20 08:00:00,Paid,1000,908,1043.0,40.36,208.8,Desktop
2023-07-20 09:00:00,Social Media,1834,1433,3888.0,58.66,108.94,Desktop
2023-07-20 10:00:00,Direct,1616,1219,2069.0,32.09,209.38,Tablet
2023-07-20 11:00:00,Organic,1890,670,2764.0,33.2,237.03,Desktop
2023-07-20 12:00:00,Direct,1607,1240,4496.0,47.72,207.02,Mobile
2023-07-20 13:00:00,Direct,127,867,3472.0,53.23,233.4,Desktop
2023-07-20 14:00:00,Organic,970,1368,4954.0,38.76,260.29,Desktop
2023-07-20 15:00:00,Organic,1777,883,3185.0,37.01,291.61,Desktop
2023-07-20 16:00:00,Paid,656,1339,3320.0,52.51,226.55,Tablet
2023-07-20 17:00:00,Paid,1174,81,773.0,54.09,226.44,Desktop
2023-07-20 18:00:00,Referral,830,757,3967.0,39.99,199.47,Mobile
2023-07-20 19:00:00,Referral,1881,96,4516.0,37.84,222.07,Desktop
2023-07-20 20:00:00,Organic,1141,944,5032.0,41.65,276.16,Desktop
2023-07-20 21:00:00,Organic,858,1164,5330.0,32.52,255.97,Desktop
2023-07-20 22:00:00,Paid,298,84,649.0,46.66,217.35,Desktop
2023-07-20 23:00:00,Organic,397,1142,2542.0,41.76,283.6,Desktop
2023-07-21 00:00:00,Direct,867,1017,5795.0,39.03,160.66,Desktop
2023-07-21 01:00:00,Organic,587,1128,5845.0,33.18,285.78,Tablet
2023-07-21 02:00:00,Organic,1281,1057,1774.0,28.16,244.38,Tablet
2023-07-21 03:00:00,Organic,1332,1496,2525.0,33.37,173.49,Desktop
2023-07-21 04:00:00,Organic,856,1328,4560.0,40.36,268.1,Tablet
2023-07-21 05:00:00,Organic,634,294,7642.0,33.48,255.97,Tablet
2023-07-21 06:00:00,Paid,1716,921,3612.0,53.63,191.05,Mobile
2023-07-21 07:00:00,Direct,888,1216,3662.0,41.85,201.66,Mobile
2023-07-21 08:00:00,Direct,766,1181,3363.0,44.16,172.15,Mobile
2023-07-21 09:00:00,Direct,1069,645,5424.0,43.45,234.39,Desktop
2023-07-21 10:00:00,Organic,562,768,6299.0,31.08,245.34,Desktop
2023-07-21 11:00:00,Organic,629,141,1455.0,38.34,232.88,Desktop
2023-07-21 12:00:00,Direct,302,1494,4039.0,42.05,180.49,Desktop
2023-07-21 13:00:00,Organic,609,397,288.0,39.64,220.25,Mobile
2023-07-21 14:00:00,Organic,825,1242,7266.0,27.5,204.19,Tablet
2023-07-21 15:00:00,Paid,108,1260,8019.0,53.62,182.25,Mobile
2023-07-21 16:00:00,Paid,1962,1183,891.0,40.16,169.58,Desktop
2023-07-21 17:00:00,Direct,1850,337,4370.0,45.02,205.9,Mobile
2023-07-21 18:00:00,Social Media,747,849,3074.0,55.78,123.93,Mobile
2023-07-21 19:00:00,Organic,292,215,4932.0,22.17,208.11,Tablet
2023-07-21 20:00:00,Paid,403,1290,4346.0,57.57,142.68,Desktop
2023-07-21 21:00:00,Referral,1725,363,7180.0,36.53,198.28,Tablet
2023-07-21 22:00:00,Paid,547,540,7340.0,44.35,132.56,Tablet
2023-07-21 23:00:00,Direct,120,952,2550.0,39.5,197.0,Desktop
2023-07-22 00:00:00,Organic,820,897,772.0,25.71,283.24,Mobile
2023-07-22 01:00:00,Direct,1668,583,4241.0,53.25,195.14,Desktop
2023-07-22 02:00:00,Paid,1631,475,695.0,53.74,155.05,Desktop
2023-07-22 03:00:00,Social Media,428,682,4390.0,54.71,92.68,Tablet
2023-07-22 04:00:00,Direct,850,939,2612.0,44.02,205.48,Desktop
2023-07-22 05:00:00,Direct,1776,217,1968.0,53.23,185.21,Desktop
2023-07-22 06:00:00,Organic,892,409,3194.0,35.18,245.65,Tablet
2023-07-22 07:00:00,Referral,1473,1152,899.0,46.49,188.65,Mobile
2023-07-22 08:00:00,Social Media,1166,983,5971.0,52.64,120.59,Mobile
2023-07-22 09:00:00,Organic,1772,554,8608.0,41.31,231.47,Mobile
2023-07-22 10:00:00,Direct,476,594,5063.0,45.98,194.56,Tablet
2023-07-22 11:00:00,Direct,1375,372,2892.0,41.53,183.34,Mobile
2023-07-22 12:00:00,Direct,1028,436,522.0,45.68,193.22,Tablet
2023-07-22 13:00:00,Direct,962,998,4578.0,42.15,218.49,Desktop
2023-07-22 14:00:00,Organic,662,1030,2406.0,30.12,202.76,Tablet
2023-07-22 15:00:00,Social Media,551,106,1897.0,57.28,165.42,Tablet
2023-07-22 16:00:00,Organic,1054,1294,2495.0,26.75,207.77,Desktop
2023-07-22 17:00:00,Social Media,1969,404,2273.0,60.28,120.2,Desktop
2023-07-22 18:00:00,Direct,504,656,1860.0,46.2,175.76,Tablet
2023-07-22 19:00:00,Referral,358,518,6826.0,46.47,243.54,Tablet
2023-07-22 20:00:00,Paid,808,202,344.0,46.09,213.18,Mobile
2023-07-22 21:00:00,Organic,592,645,9537.0,35.24,252.58,Tablet
2023-07-22 22:00:00,Organic,349,1269,4385.0,32.71,201.06,Mobile
2023-07-22 23:00:00,Referral,1576,638,7538.0,30.93,168.68,Mobile
2023-07-23 00:00:00,Direct,1549,875,8588.0,45.55,147.85,Tablet
2023-07-23 01:00:00,Organic,1265,1422,3921.0,26.55,271.67,Tablet
2023-07-23 02:00:00,Paid,1838,1366,5212.0,56.08,206.33,Tablet
2023-07-23 03:00:00,Social Media,755,1395,768.0,58.11,116.11,Tablet
2023-07-23 04:00:00,Organic,1440,159,8737.0,40.19,221.25,Desktop
2023-07-23 05:00:00,Direct,303,199,739.0,43.16,162.69,Desktop
2023-07-23 06:00:00,Organic,1252,83,5694.0,34.75,257.83,Tablet
2023-07-23 07:00:00,Paid,1498,1403,3324.0,52.46,165.72,Mobile
2023-07-23 08:00:00,Paid,321,789,2738.0,58.36,183.2,Desktop
2023-07-23 09:00:00,Direct,540,510,739.0,51.14,214.12,Tablet
2023-07-23 10:00:00,Organic,1581,101,4382.0,45.06,282.58,Tablet
2023-07-23 11:00:00,Organic,573,575,5100.0,32.11,250.28,Desktop
2023-07-23 12:00:00,Direct,130,1389,2395.0,50.25,231.74,Desktop
2023-07-23 13:00:00,Paid,436,476,4305.0,45.6,151.66,Mobile
2023-07-23 14:00:00,Paid,783,113,3198.0,52.67,157.1,Tablet
2023-07-23 15:00:00,Organic,1497,1439,7230.0,28.13,259.73,Mobile
2023-07-23 16:00:00,Direct,479,304,2381.0,41.53,204.21,Tablet
2023-07-23 17:00:00,Organic,204,1164,7640.0,27.59,214.18,Tablet
2023-07-23 18:00:00,Social Media,184,1115,3341.0,62.29,137.82,Tablet
2023-07-23 19:00:00,Social Media,1259,1322,373.0,65.67,105.37,Desktop
2023-07-23 20:00:00,Social Media,557,1353,2534.0,55.69,115.99,Desktop
2023-07-23 21:00:00,Direct,512,1399,1786.0,44.46,232.53,Mobile
2023-07-23 22:00:00,Referral,688,1205,6638.0,37.0,249.92,Desktop
2023-07-23 23:00:00,Organic,909,1181,1608.0,37.55,277.75,Tablet
2023-07-24 00:00:00,Organic,1272,906,4245.0,31.67,188.92,Tablet
2023-07-24 01:00:00,Direct,900,1213,3434.0,34.2,168.19,Desktop
2023-07-24 02:00:00,Direct,914,306,5323.0,40.35,220.11,Tablet
2023-07-24 03:00:00,Organic,1070,930,649.0,23.71,261.98,Desktop
2023-07-24 04:00:00,Organic,660,1296,7379.0,32.95,257.06,Desktop
2023-07-24 05:00:00,Organic,1904,1200,7698.0,41.61,235.11,Mobile
2023-07-24 06:00:00,Referral,1066,455,1986.0,37.35,225.01,Mobile
2023-07-24 07:00:00,Direct,322,412,719.0,48.08,200.21,Tablet
2023-07-24 08:00:00,Organic,956,409,3923.0,38.35,254.59,Tablet
2023-07-24 09:00:00,Organic,1195,1368,1492.0,37.56,243.59,Tablet
2023-07-24 10:00:00,Referral,810,317,3386.0,38.61,236.2,Tablet
2023-07-24 11:00:00,Direct,496,1292,7341.0,38.18,195.2,Tablet
2023-07-24 12:00:00,Organic,454,799,572.0,47.32,249.19,Tablet
2023-07-24 13:00:00,Organic,210,487,720.0,30.94,251.59,Tablet
2023-07-24 14:00:00,Direct,696,951,814.0,42.58,159.67,Desktop
2023-07-24 15:00:00,Paid,1175,1228,4421.0,39.33,136.2,Tablet
2023-07-24 16:00:00,Social Media,1946,245,7712.0,66.53,133.06,Tablet
2023-07-24 17:00:00,Organic,925,1286,2196.0,41.41,253.76,Desktop
2023-07-24 18:00:00,Organic,1539,1081,7508.0,32.42,232.17,Mobile
2023-07-24 19:00:00,Referral,935,191,2912.0,46.39,273.86,Tablet
2023-07-24 20:00:00,Social Media,126,1387,1646.0,59.21,138.25,Mobile
2023-07-24 21:00:00,Direct,1079,1297,455.0,52.41,260.69,Desktop
2023-07-24 22:00:00,Organic,1544,1223,518.0,41.79,239.43,Tablet
2023-07-24 23:00:00,Direct,1984,124,1478.0,48.29,156.73,Tablet
2023-07-25 00:00:00,Direct,676,1197,4002.0,39.68,177.29,Tablet
2023-07-25 01:00:00,Direct,1372,925,4068.0,36.92,236.35,Desktop
2023-07-25 02:00:00,Direct,1085,638,1581.0,47.86,221.58,Desktop
2023-07-25 03:00:00,Organic,1079,858,5010.0,27.01,274.45,Desktop
2023-07-25 04:00:00,Organic,1275,1293,2520.0,27.04,232.16,Mobile
2023-07-25 05:00:00,Paid,939,542,3936.0,41.92,235.95,Desktop
2023-07-25 06:00:00,Referral,1292,715,3907.0,45.72,182.51,Tablet
2023-07-25 07:00:00,Organic,1080,1100,7622.0,37.79,272.97,Desktop
2023-07-25 08:00:00,Organic,887,1183,5429.0,30.54,272.63,Mobile
2023-07-25 09:00:00,Organic,1260,824,5350.0,30.58,212.44,Tablet
2023-07-25 10:00:00,Direct,1133,878,4212.0,40.48,218.87,Desktop
2023-07-25 11:00:00,Direct,813,920,6530.0,53.2,204.27,Mobile
2023-07-25 12:00:00,Referral,1594,991,2249.0,35.68,217.08,Mobile
2023-07-25 13:00:00,Organic,1725,691,1168.0,41.25,276.78,Tablet
2023-07-25 14:00:00,Organic,570,594,3910.0,45.96,249.29,Tablet
2023-07-25 15:00:00,Social Media,1365,98,1948.0,58.99,144.87,Mobile
2023-07-25 16:00:00,Organic,1194,1024,721.0,34.07,252.81,Desktop
2023-07-25 17:00:00,Organic,1585,443,3171.0,35.98,210.01,Desktop
2023-07-25 18:00:00,Organic,931,85,1366.0,38.75,236.62,Mobile
2023-07-25 19:00:00,Paid,1810,86,1914.0,51.3,181.76,Desktop
2023-07-25 20:00:00,Organic,1478,1390,6985.0,30.97,288.02,Desktop
2023-07-25 21:00:00,Paid,451,350,754.0,48.3,196.39,Desktop
2023-07-25 22:00:00,Organic,959,179,3523.0,35.71,219.28,Desktop
2023-07-25 23:00:00,Organic,616,1035,4051.0,47.9,230.45,Tablet
2023-07-26 00:00:00,Organic,1936,1036,6629.0,32.58,213.0,Tablet
2023-07-26 01:00:00,Social Media,1512,1361,1859.0,61.26,127.54,Mobile
2023-07-26 02:00:00,Direct,1942,306,3719.0,35.3,238.66,Mobile
2023-07-26 03:00:00,Direct,311,1396,2068.0,49.21,186.09,Tablet
2023-07-26 04:00:00,Direct,1608,920,2223.0,47.14,196.19,Desktop
2023-07-26 05:00:00,Social Media,1116,1408,6081.0,60.43,158.21,Mobile
2023-07-26 06:00:00,Direct,303,1302,859.0,52.05,226.85,Mobile
2023-07-26 07:00:00,Direct,663,751,7345.0,46.98,222.18,Mobile
2023-07-26 08:00:00,Direct,218,1309,3715.0,39.22,166.45,Mobile
2023-07-26 09:00:00,Organic,1773,538,5289.0,36.76,275.98,Desktop
2023-07-26 10:00:00,Direct,103,1365,3708.0,48.63,173.24,Tablet
2023-07-26 11:00:00,Organic,889,136,5903.0,40.43,226.31,Tablet
2023-07-26 12:00:00,Direct,1201,811,1682.0,46.11,223.16,Desktop
2023-07-26 13:00:00,Social Media,1264,347,4048.0,63.16,159.57,Desktop
2023-07-26 14:00:00,Direct,1582,124,7817.0,48.63,173.52,Mobile
2023-07-26 15:00:00,Organic,1983,623,1278.0,21.4,192.61,Mobile
2023-07-26 16:00:00,Organic,416,1336,7483.0,41.67,226.94,Mobile
2023-07-26 17:00:00,Referral,1637,399,3139.0,41.49,229.22,Desktop
2023-07-26 18:00:00,Organic,782,658,1553.0,30.07,218.41,Tablet
2023-07-26 19:00:00,Organic,1107,1434,764.0,34.03,250.38,Desktop
2023-07-26 20:00:00,Paid,1492,1490,2084.0,45.08,199.54,Tablet
2023-07-26 21:00:00,Referral,1397,304,2423.0,40.52,199.7,Desktop
2023-07-26 22:00:00,Referral,624,1204,2422.0,42.43,226.4,Tablet
2023-07-26 23:00:00,Referral,588,381,2099.0,40.22,189.4,Desktop
2023-07-27 00:00:00,Referral,278,287,6401.0,45.77,259.78,Desktop
2023-07-27 01:00:00,Organic,185,734,2855.0,34.33,269.97,Mobile
2023-07-27 02:00:00,Referral,1424,694,2764.0,38.35,248.83,Desktop
2023-07-27 03:00:00,Direct,1697,847,2937.0,47.65,263.18,Mobile
2023-07-27 04:00:00,Direct,1092,800,493.0,29.83,235.69,Desktop
2023-07-27 05:00:00,Organic,1558,305,5454.0,41.99,255.52,Tablet
2023-07-27 06:00:00,Direct,1726,109,2941.0,46.9,176.86,Mobile
2023-07-27 07:00:00,Organic,408,1094,6525.0,32.79,262.79,Desktop
2023-07-27 08:00:00,Organic,227,999,3565.0,36.94,241.57,Tablet
2023-07-27 09:00:00,Referral,712,853,1894.0,41.88,223.14,Mobile
2023-07-27 10:00:00,Paid,1946,368,5480.0,49.29,240.94,Mobile
2023-07-27 11:00:00,Organic,295,856,7109.0,32.08,256.05,Mobile
2023-07-27 12:00:00,Paid,139,664,1185.0,49.72,189.57,Desktop
2023-07-27 13:00:00,Direct,616,1212,5510.0,42.48,195.17,Desktop
2023-07-27 14:00:00,Organic,570,940,5222.0,37.62,269.4,Mobile
2023-07-27 15:00:00,Paid,1812,964,3423.0,48.35,195.65,Mobile
2023-07-27 16:00:00,Organic,103,968,2788.0,31.94,177.29,Tablet
2023-07-27 17:00:00,Direct,1325,646,5528.0,45.39,195.69,Mobile
2023-07-27 18:00:00,Organic,498,834,1174.0,35.19,193.55,Mobile
2023-07-27 19:00:00,Referral,1719,641,1058.0,44.12,195.5,Mobile
2023-07-27 20:00:00,Organic,1494,1462,6507.0,31.32,212.87,Tablet
2023-07-27 21:00:00,Direct,524,471,3478.0,44.03,219.92,Tablet
2023-07-27 22:00:00,Organic,1464,1446,2549.0,37.48,225.55,Tablet
2023-07-27 23:00:00,Organic,1267,1462,2357.0,32.09,177.88,Tablet
2023-07-28 00:00:00,Direct,1799,565,5820.0,37.45,265.05,Desktop
2023-07-28 01:00:00,Direct,1938,1061,3343.0,37.35,182.06,Desktop
2023-07-28 02:00:00,Organic,1497,514,5297.0,36.46,188.34,Tablet
2023-07-28 03:00:00,Organic,1965,1059,6461.0,37.71,248.94,Desktop
2023-07-28 04:00:00,Referral,812,991,2004.0,48.07,247.5,Desktop
2023-07-28 05:00:00,Social Media,1330,937,319.0,66.35,69.6,Tablet
2023-07-28 06:00:00,Organic,1776,1040,5921.0,30.26,240.54,Mobile
2023-07-28 07:00:00,Direct,1336,412,4781.0,48.49,219.08,Mobile
2023-07-28 08:00:00,Organic,374,1315,1904.0,32.05,218.5,Mobile
2023-07-28 09:00:00,Organic,1021,128,5543.0,37.5,190.24,Mobile
2023-07-28 10:00:00,Social Media,1754,814,715.0,55.28,165.41,Tablet
2023-07-28 11:00:00,Referral,415,1304,1325.0,40.06,232.49,Desktop
2023-07-28 12:00:00,Organic,1025,1146,3138.0,41.05,241.84,Mobile
2023-07-28 13:00:00,Direct,780,194,4120.0,38.38,212.88,Mobile
2023-07-28 14:00:00,Organic,1796,488,3051.0,35.85,255.4,Tablet
2023-07-28 15:00:00,Social Media,1681,1339,7434.0,56.36,77.52,Desktop
2023-07-28 16:00:00,Direct,596,1079,7309.0,50.3,267.27,Desktop
2023-07-28 17:00:00,Organic,129,348,1791.0,37.18,214.2,Tablet
2023-07-28 18:00:00,Social Media,1286,756,1567.0,55.68,73.3,Desktop
2023-07-28 19:00:00,Paid,1276,1054,574.0,52.07,224.8,Desktop
2023-07-28 20:00:00,Referral,1946,357,986.0,30.99,163.66,Desktop
2023-07-28 21:00:00,Organic,1536,762,2651.0,36.33,206.26,Mobile
2023-07-28 22:00:00,Direct,1521,539,8128.0,46.44,236.16,Desktop
2023-07-28 23:00:00,Organic,1698,540,6018.0,35.58,223.17,Tablet
2023-07-29 00:00:00,Paid,1878,348,6925.0,53.43,194.28,Tablet
2023-07-29 01:00:00,Organic,1639,1058,6161.0,37.23,256.57,Mobile
2023-07-29 02:00:00,Organic,1237,889,1863.0,35.42,230.47,Mobile
2023-07-29 03:00:00,Paid,1855,348,2673.0,37.35,208.81,Desktop
2023-07-29 04:00:00,Organic,1328,237,3960.0,34.16,282.81,Mobile
2023-07-29 05:00:00,Paid,1978,1093,2502.0,50.69,209.37,Desktop
2023-07-29 06:00:00,Organic,179,1160,2248.0,31.44,275.45,Tablet
2023-07-29 07:00:00,Social Media,438,676,7103.0,53.14,56.34,Desktop
2023-07-29 08:00:00,Organic,605,1400,4166.0,35.37,217.55,Tablet
2023-07-29 09:00:00,Organic,1380,300,2021.0,26.59,286.26,Desktop
2023-07-29 10:00:00,Social Media,920,709,5893.0,61.77,93.58,Desktop
2023-07-29 11:00:00,Organic,429,1036,3051.0,44.29,195.23,Tablet
2023-07-29 12:00:00,Direct,1060,441,1309.0,48.9,229.97,Mobile
2023-07-29 13:00:00,Organic,1259,1023,4014.0,34.78,238.62,Tablet
2023-07-29 14:00:00,Social Media,1333,997,975.0,58.79,92.64,Desktop
2023-07-29 15:00:00,Organic,1461,643,4035.0,26.91,171.03,Desktop
2023-07-29 16:00:00,Paid,270,599,1179.0,49.68,127.14,Tablet
2023-07-29 17:00:00,Paid,153,690,2572.0,43.46,235.47,Desktop
2023-07-29 18:00:00,Direct,102,1471,5333.0,50.39,186.84,Mobile
2023-07-29 19:00:00,Direct,138,1161,2935.0,33.69,174.62,Mobile
2023-07-29 20:00:00,Direct,1930,681,1012.0,49.59,160.43,Desktop
2023-07-29 21:00:00,Direct,1690,574,3213.0,45.96,169.77,Tablet
2023-07-29 22:00:00,Paid,1387,361,3835.0,41.62,166.73,Desktop
2023-07-29 23:00:00,Organic,1589,350,551.0,40.36,269.77,Tablet
2023-07-30 00:00:00,Paid,1034,1400,2773.0,54.62,197.36,Mobile
2023-07-30 01:00:00,Organic,645,1190,6409.0,42.63,242.85,Mobile
2023-07-30 02:00:00,Referral,282,417,5595.0,38.12,221.29,Mobile
2023-07-30 03:00:00,Direct,155,989,2265.0,41.86,210.16,Mobile
2023-07-30 04:00:00,Referral,378,1181,1576.0,34.62,228.93,Tablet
2023-07-30 05:00:00,Organic,1239,321,5086.0,29.49,226.58,Mobile
2023-07-30 06:00:00,Direct,1597,1062,2065.0,43.23,209.51,Tablet
2023-07-30 07:00:00,Referral,497,1228,2971.0,59.21,175.86,Mobile
2023-07-30 08:00:00,Direct,1587,902,8844.0,42.49,247.83,Mobile
2023-07-30 09:00:00,Paid,1469,1079,4400.0,44.85,236.14,Mobile
2023-07-30 10:00:00,Paid,1196,443,4265.0,51.87,158.3,Desktop
2023-07-30 11:00:00,Social Media,310,844,2328.0,62.35,136.79,Desktop
2023-07-30 12:00:00,Direct,906,1085,5846.0,51.07,167.62,Mobile
2023-07-30 13:00:00,Direct,478,1264,602.0,40.76,154.04,Tablet
2023-07-30 14:00:00,Direct,1494,1222,1548.0,46.71,246.82,Tablet
2023-07-30 15:00:00,Social Media,398,343,3781.0,68.88,104.5,Tablet
2023-07-30 16:00:00,Organic,392,1147,3002.0,38.41,180.29,Desktop
2023-07-30 17:00:00,Organic,1260,1238,3573.0,40.97,253.83,Desktop
2023-07-30 18:00:00,Direct,389,1118,5490.0,44.98,210.62,Tablet
2023-07-30 19:00:00,Direct,1294,1091,1501.0,38.61,160.11,Tablet
2023-07-30 20:00:00,Direct,1775,1004,2541.0,40.26,137.31,Tablet
2023-07-30 21:00:00,Paid,843,392,4012.0,45.31,187.79,Tablet
2023-07-30 22:00:00,Paid,452,1498,3055.0,51.35,170.14,Tablet
2023-07-30 23:00:00,Organic,522,1014,6669.0,31.89,256.33,Desktop
2023-07-31 00:00:00,Direct,426,351,4082.0,47.32,240.07,Tablet
2023-07-31 01:00:00,Organic,1157,949,906.0,38.18,213.32,Desktop
2023-07-31 02:00:00,Paid,986,128,2474.0,52.73,179.36,Mobile
2023-07-31 03:00:00,Organic,1368,434,8737.0,31.57,256.53,Mobile
2023-07-31 04:00:00,Paid,683,876,2045.0,52.39,200.38,Desktop
2023-07-31 05:00:00,Paid,1258,605,3519.0,41.71,168.33,Mobile
2023-07-31 06:00:00,Social Media,845,1279,1412.0,64.54,91.45,Desktop
2023-07-31 07:00:00,Referral,1314,211,2171.0,37.95,223.0,Desktop
